MANDT,LIFNR,LAND1,NAME1,NAME2,NAME3,NAME4,ORT01,ORT02,PFACH,PSTL2,PSTLZ,REGIO,SORTL,STRAS,ADRNR,MCOD1,MCOD2,MCOD3,ANRED,BAHNS,BBBNR,BBSNR,BEGRU,BRSCH,BUBKZ,DATLT,DTAMS,DTAWS,ERDAT,ERNAM,ESRNR,KONZS,KTOKK,KUNNR,LNRZA,LOEVM,SPERR,SPERM,SPRAS,STCD1,STCD2,STKZA,STKZU,TELF1,TELF2,TELFX,XCPDK,XZEMP,VBUND,FISKN,STCEG,STKZN,GBORT,GBDAT,SEXKZ,KRAUS,REVDB,QSSYS,PFORT,WERKS,LTSNA,WERKR,PLKAL,TXJCD,SPERZ,SFRGR,LZONE,DLGRP,FITYP,STCD3,STCD4,STCD5,PROFS,EMNFR,LFURL,UPDAT,UPTIM,NODEL,CCODE,RES_CNTRY,RES_REGION,J_SC_CAPITAL,J_SC_CURRENCY
400,1000002987,GB,"Perez, Campbell and Moore",Ltd,,,Whitakermouth,stad,PO95485,22146,87382,LN,SORTpTtF,106 Denise Loaf,9000002987,"Owens, Johnson and Campbe",South Linda,Nepal,Ms.,Lake Nathan,6188633,79638,0001,AUTO,7,DL3102363997,X,01,20240723,christopherb,58190528558,GRPqgYo,Z001,2016344196,,,,,E,GST4113416231,PAN35957743,,,8394775780,+1-332-949-1561,+1-614-735-8407x9586,,,CxLtqF,,VAT19876669852,X,Mariafort,19960117,F,CR19881913,20251022,ISO9,East Samanthafurt,8483,X,X,01,TX0279444436,,0001,ZONEVElK,DG02,01,TAX37937307177,TAX43050889597,TAX2540455270558365914903257547,Manufacturer,EM066900,https://www.wyatt.biz/,20260212,130502,,3000,GB,LN,2314197.37,INR
100,1000002988,US,"Jones, Charles and Evans",and Sons,,,Port Mariah,fort,PO82084,66218,97111,FL,SORTQQAN,614 Roberts Crest Apt. 584,9000002988,"Davis, Brown and Mitchell",East Erica,Solomon Islands,M/s,Lake Raymondville,7155599,14276,0001,PHAR,5,DL1135393473,,02,20241203,melindamorga,86233882555,GRPwQDB,Z001,2945152029,,,,,E,GST5802564928,PAN30403670,X,,+1-747-953-6778x,(201)669-6262,797-982-6697x2047,,,CLZcSK,,VAT24633633783,,Lake Alexis,19880402,F,CR67631994,20250303,ISO9,Melissaberg,6881,X,,01,TX9462205926,,0001,ZONECMPM,DG01,01,TAX48397970584,TAX22043907006,TAX7203447758251569251419362444,Manufacturer,EM096469,https://young-barnes.com/,20260212,130502,,2000,US,FL,4452921.64,INR
100,1000002989,GB,Sanchez Group,Inc,,,Christineborough,chester,PO06404,14470,19228,LS,SORTVAfm,8952 Roberts Drive Suite 102,9000002989,Matthews-Tran,Douglasville,Cameroon,Ms.,West Aaron,9673313,60837,0002,AUTO,1,DL0113596293,,02,20240528,kwhitney,21918363617,GRPZRbu,Z003,2703191905,,,,,E,GST4401379769,PAN44134444,,,(452)450-5246,229-595-5878x267,001-593-497-2063x534,,,CRfmUZ,,VAT02512882170,,Port Kathy,19910422,F,CR21495545,20250517,ISO9,East Jesse,3247,,X,02,TX9148616452,,0001,ZONEjjoO,DG02,01,TAX01249292367,TAX44163667025,TAX9458979557157147654773991816,Manufacturer,EM393996,http://www.harris.com/,20260212,130502,,2000,GB,LS,1202549.7,INR
400,1000002990,DE,Malone-Murphy,and Sons,,,Jimberg,ton,PO16213,24741,08040,NW,SORTtDgH,81703 Amy Tunnel,9000002990,Alvarado-Shaw,West Brittany,Sudan,Ms.,Lake James,2517890,35474,0001,AUTO,5,DL4419851797,,02,20240307,esilva,00652162730,GRPIXez,Z001,2723273663,,,,,D,GST8082539999,PAN24258938,,,+1-241-798-5569x,458.366.0391,(502)415-0444x143,,,CwujDD,,VAT37308187079,X,Clarkfort,19860121,M,CR16815575,20250915,ISO9,Ernesthaven,4621,X,,02,TX8219891876,,0001,ZONEBmNa,DG02,01,TAX46815400977,TAX55984282004,TAX2732272580138074594348244325,Distributor,EM449111,http://www.garcia.com/,20260212,130502,,1000,DE,NW,3290911.73,INR
100,1000002991,US,"Landry, Mccullough and Payne",Group,,,East Kristinfurt,ville,PO60456,87979,96538,TX,SORTHdyZ,9464 John Street,9000002991,Colon LLC,Morrisonport,Colombia,Ms.,Thomasville,5323982,44267,0002,MANU,2,DL2462609355,X,01,20260206,cheyenne73,19107362384,GRPZqLx,Z002,2361375794,,,,,E,GST7006352117,PAN27376594,,X,8843809707,274-990-0152,523-298-6886x16562,,,CXsIas,,VAT84202645506,,Martinezville,19740831,M,CR18352972,20260120,ISO9,North Jeffreyville,8315,,X,01,TX6859917570,,0001,ZONEHxcI,DG01,02,TAX36379398413,TAX04617870262,TAX7730370865647532563033040022,Manufacturer,EM717273,http://www.morales.org/,20260212,130502,,1000,US,TX,6292287.19,INR
100,1000002992,GB,"Ferguson, Grant and Deleon",and Sons,,,East Fernandoton,ville,PO57891,48735,38923,BK,SORTWwBy,1486 Williams Court,9000002992,Johnson-Perez,South Sharon,Iceland,M/s,West Sherry,5829366,27087,0002,CONS,0,DL8558211292,X,01,20230703,lisagreene,75183007745,GRPGuEX,Z001,2543747166,,,,,E,GST7696975870,PAN60634108,,X,+1-359-673-0842x,5948922526,5042908658,,,CgZKsN,,VAT46396779279,,Hayesfurt,19760607,M,CR17974712,20251110,ISO1,Christopherborough,7277,,,02,TX5768962963,,0002,ZONEPcmX,DG01,02,TAX97348076469,TAX70120080871,TAX7851921089737952443520103966,Manufacturer,EM407085,http://www.leblanc-fleming.com/,20260212,130502,,2000,GB,BK,436459.95,INR
100,1000002993,DE,Scott-Palmer,and Sons,,,East Tammyberg,furt,PO00740,66146,64663,NW,SORTSXal,68056 Anthony Landing Apt. 542,9000002993,Wu-Ramos,Mollyfurt,Falkland Islands (Malvina,M/s,Ericbury,9300543,14071,0001,PHAR,6,DL7478244008,,02,20241015,patriciamitc,74343471765,GRPUnTJ,Z003,2366576043,,,,,D,GST1056468066,PAN79458416,,X,(874)950-7891,563.475.6208x682,640-827-4097x124,,,CvXWEH,,VAT80801505534,,Lake Michelemouth,19980116,M,CR72699593,20260117,ISO1,Clintonton,3879,,,02,TX5383768568,,0002,ZONElvzf,DG01,02,TAX92456445644,TAX45669014248,TAX1341300564745535316935585780,Manufacturer,EM449275,http://www.baker-monroe.biz/,20260212,130502,,2000,DE,NW,5641709.84,INR
200,1000002994,GB,"Camacho, Wheeler and Russell",PLC,,,North David,shire,PO47158,50305,77741,MN,SORTAuxh,874 Cohen Centers,9000002994,Ramsey-Berry,South Andreaberg,Bahamas,Ms.,East Melissa,4237747,53544,0001,PHAR,6,DL7733285905,X,01,20250630,leejustin,64450732269,GRPiyNI,Z002,2626037111,,,,,E,GST7342913612,PAN82008894,X,X,001-534-229-3910,3033391992,+1-916-577-8922x010,,,CwiymH,,VAT87463363752,,North Ravenside,19741202,F,CR20585156,20260201,ISO1,North Monicaside,7475,X,X,02,TX2284099463,,0001,ZONEdCkL,DG02,01,TAX43402193607,TAX36675150485,TAX6554802774936639535265380055,Distributor,EM019871,https://www.morris-taylor.com/,20260212,130502,,1000,GB,MN,2578883.14,INR
400,1000002995,DE,Garrett-Estrada,Group,,,West James,burgh,PO74665,20326,28345,BY,SORTYGUf,929 Evelyn Villages Apt. 002,9000002995,Fernandez and Sons,Torresside,Netherlands Antilles,Mr.,South Michaelville,1800134,36206,0002,AUTO,7,DL3134361008,,01,20250917,richardmcgui,92404532238,GRPqBxT,Z003,2503449809,,,,,D,GST2217082366,PAN25166437,X,,+1-746-954-9102,(464)323-0951,001-879-699-8529x475,,,CqjLvY,,VAT38685076292,X,North Daniel,19821125,M,CR58805475,20250419,ISO9,New Jonathan,7957,,,02,TX6037155005,,0002,ZONETOPS,DG02,02,TAX88518878570,TAX45452080708,TAX0307618945618816447209734420,Distributor,EM610787,https://www.hernandez-waters.biz/,20260212,130502,,1000,DE,BY,1494674.27,INR
100,1000002996,IN,"Francis, Young and Browning",and Sons,,,North Stephen,borough,PO15221,60582,84664,MH,SORTtylN,820 Webb Mill,9000002996,Brown-Pierce,West Jacobview,Poland,Ms.,Heiditon,3464164,94785,0002,PHAR,1,DL4954387181,X,01,20230629,ericconner,38895791177,GRPmfcy,Z001,2364945408,,,,,D,GST9629107231,PAN47600075,,,(391)867-3958,001-781-810-3370,425-908-4496x861,,,CAQnls,,VAT49846132430,,Gallegosbury,19851113,F,CR49373642,20250407,ISO1,New Charlesberg,1481,X,X,02,TX2928145488,,0001,ZONEsiVB,DG02,02,TAX42006255353,TAX30239265700,TAX3709633151061430567757073851,Manufacturer,EM926347,https://www.henry-carrillo.net/,20260212,130502,,2000,IN,MH,7715495.37,INR
400,1000002997,GB,"Ingram, Wagner and York",LLC,,,East Waynetown,mouth,PO62566,67525,93723,LN,SORTfykA,59672 David Crossing,9000002997,Barker-James,West Scott,Oman,Ms.,Lake Gregory,3366751,78495,0002,MANU,3,DL5265781312,,01,20250525,lmurphy,99173302727,GRPnHbp,Z002,2518697915,,,,,D,GST8185168875,PAN79356247,,,001-971-435-4785,+1-541-892-6202,4834574819,,,CqoubZ,,VAT68345355443,X,West Christopher,19970222,F,CR72888085,20250706,ISO1,New Jason,7399,X,X,02,TX8146675494,,0002,ZONEloyY,DG02,02,TAX94795070105,TAX32716278914,TAX7462318455571482679641747066,Manufacturer,EM717997,http://www.mccoy.com/,20260212,130502,,2000,GB,LN,8700617.14,INR
100,1000002998,GB,"Maldonado, Horn and Ford",Group,,,Richardfort,furt,PO61156,32968,70092,LS,SORTUtPJ,43285 Barry Extensions Suite 604,9000002998,"Robertson, Weiss and Farr",South Robertside,United States Virgin Isla,Ms.,Port Brianmouth,8690249,72849,0001,AUTO,9,DL7917852146,,02,20230429,robinsonjasm,98388973153,GRPJFdi,Z001,2193373646,,,,,E,GST1034160660,PAN37516850,X,X,001-459-940-8314,6416431092,+1-989-361-5572x4324,,,CZnTZs,,VAT09776175405,,East Michellefurt,19800227,F,CR29154864,20250309,ISO9,East Robertochester,3320,X,,01,TX7241128903,,0002,ZONEOOLa,DG01,01,TAX82556609796,TAX80575079393,TAX4391273708669884097955475239,Manufacturer,EM779923,https://www.carr.info/,20260212,130502,,2000,GB,LS,8103292.75,INR
400,1000002999,DE,"Garcia, Soto and Clark",Ltd,,,Fernandeztown,mouth,PO02818,56637,39973,BW,SORTDBMs,9278 Montgomery Square,9000002999,Young-Hall,Zunigamouth,Tokelau,Mr.,Nataliechester,9226246,41209,0001,PHAR,4,DL4955617936,X,01,20250717,alexadams,97206029057,GRPQTMN,Z003,2185204315,,,,,D,GST9037245843,PAN17823984,X,X,4149733528,(925)837-6658,3713973978,,,CESvGh,,VAT26413154080,X,Jackstad,19820814,M,CR22362934,20250415,ISO1,Kimberlyborough,1264,,X,01,TX3705840602,,0002,ZONEXjGf,DG01,01,TAX16530372021,TAX87166620245,TAX6938125083176312692748159480,Manufacturer,EM272049,http://garcia.com/,20260212,130502,,2000,DE,BW,6575338.91,INR
300,1000003000,IN,Fields-Brooks,Ltd,,,West Laura,view,PO67936,55981,41226,DL,SORTYhdw,89896 Hernandez Meadows Apt. 740,9000003000,"Klein, Mitchell and Wang",West Jamie,Pitcairn Islands,Mr.,East Johnhaven,2877843,74294,0002,MANU,6,DL7300731894,X,02,20241102,jreyes,07796659232,GRPHVyt,Z002,2041069586,,,,,D,GST3160424852,PAN62810641,,X,553-774-9710x280,346-397-9873,923-966-1613x365,,,CxTfzY,,VAT76326497008,X,Port Molly,19850710,M,CR61279468,20251031,ISO9,East David,6333,X,X,02,TX5963497110,,0002,ZONElAQP,DG01,02,TAX69341367232,TAX88900207376,TAX4050589403698102326897954453,Distributor,EM414238,https://www.gomez.com/,20260212,130502,,2000,IN,DL,9086778.47,INR
400,1000003001,GB,Mckinney-Mathews,Ltd,,,Porterburgh,stad,PO09775,16871,26722,MN,SORTnVGE,273 Steven Land,9000003001,"Jones, Allen and Richards",Dariusmouth,Luxembourg,Mr.,Spencerchester,7060381,52686,0002,AUTO,0,DL1005433750,,01,20250709,qhoover,16264307792,GRPLast,Z001,2023405221,,,,,E,GST6508524690,PAN60098474,,X,(268)489-2286x52,(807)217-6299x75,001-222-510-1779x536,,,CPHEXB,,VAT33930223673,X,Richardview,19910224,M,CR39834620,20260131,ISO1,West Justintown,9372,X,,02,TX3867786975,,0001,ZONEWvxT,DG02,01,TAX83709945264,TAX42896572950,TAX3026839094584993240051744361,Supplier,EM429405,https://shepherd.com/,20260212,130502,,3000,GB,MN,9241046.64,INR
200,1000003002,US,Peterson-Martinez,Ltd,,,Donaldland,mouth,PO51685,59564,20222,CA,SORTZYFI,92291 Nicholas Inlet Suite 293,9000003002,Duncan-Moore,Rogersshire,Bermuda,Ms.,West Bobby,7477182,28501,0002,CONS,9,DL4404835900,X,02,20250602,dennisriggs,45092528042,GRPdXSf,Z002,2570247288,,,,,E,GST4619992974,PAN41506029,,,579-908-7612x101,658-356-7161,926-253-4061x794,,,CFhCCy,,VAT56750558581,X,New Brendamouth,19970428,F,CR64486518,20250211,ISO1,Smithmouth,3410,,,01,TX3732475457,,0001,ZONETwKw,DG02,02,TAX19912099858,TAX91307404486,TAX2363030792100513648828181512,Distributor,EM475649,http://clayton.com/,20260212,130502,,2000,US,CA,2544157.97,INR
300,1000003003,IN,"Jackson, Owens and Mathis",PLC,,,Port Amyhaven,mouth,PO29987,89594,81138,DL,SORTmgBq,765 Joseph Plains,9000003003,Kim PLC,Pearsonshire,Lao People's Democratic R,Mr.,Lake Catherine,9457710,18916,0002,CONS,5,DL6060899876,X,01,20231202,owhite,63085451639,GRPOzzD,Z002,2831730943,,,,,E,GST1595608649,PAN05831056,,X,+1-273-692-5324,620-731-9873,+1-756-566-4604x538,,,CgQCqu,,VAT91301307489,,Bartlettfort,19680220,F,CR81122222,20250822,ISO1,Wrightville,2618,,,02,TX8200989645,,0001,ZONEjQKF,DG01,01,TAX48406918134,TAX10672934549,TAX7312557038834335439117676673,Supplier,EM675856,https://www.goodman.com/,20260212,130502,,2000,IN,DL,3641821.04,INR
400,1000003004,DE,Murphy-Manning,Group,,,Robertsonberg,furt,PO70227,80769,90065,BY,SORTcYqh,283 Murphy Rest Suite 367,9000003004,Johnson-Haney,New Robertview,Congo,M/s,Port Karlahaven,8370185,65748,0002,MANU,0,DL2777410802,X,01,20240709,syang,86062192415,GRPSICo,Z002,2889923277,,,,,E,GST9388402377,PAN65107085,X,X,565.818.1464,(582)329-3839x87,+1-213-769-5083,,,CzJajt,,VAT08096237146,X,Kimberlyport,19660921,M,CR12548430,20250916,ISO9,North Crystalmouth,6649,,,01,TX6540047122,,0001,ZONEaZpb,DG02,01,TAX05846904226,TAX84554606775,TAX2644787355214834599073977587,Distributor,EM168766,http://chapman.com/,20260212,130502,,2000,DE,BY,8373518.49,INR
100,1000003005,GB,Russell-Wilson,Inc,,,West Rebecca,haven,PO89984,57125,35652,LS,SORTpNlt,20512 Shannon Oval Apt. 795,9000003005,Mckinney-Adams,Christinetown,Libyan Arab Jamahiriya,M/s,South Mary,7703414,56457,0002,MANU,4,DL9817670263,X,01,20230430,ryan18,97182330047,GRPYqEb,Z002,2342822191,,,,,D,GST0940781775,PAN00114630,,X,+1-932-752-7504x,319-840-5869x027,(467)531-1133x7967,,,CbTIoK,,VAT46002200890,X,Millerfort,19830402,M,CR01273685,20250815,ISO9,Port Lauren,8185,,,01,TX6247822625,,0002,ZONEmcjv,DG01,01,TAX65551406432,TAX85510324725,TAX7368202359361491227809428851,Supplier,EM754353,https://www.reese-ponce.com/,20260212,130502,,2000,GB,LS,7958601.67,INR
200,1000003006,US,Mcdonald LLC,Ltd,,,North Carl,mouth,PO01723,94206,46074,TX,SORThsKF,8705 Bruce Highway,9000003006,Cook and Sons,Summerbury,Albania,Ms.,Lake Johnmouth,3387186,41959,0002,MANU,9,DL2217345887,,01,20240919,toddgraham,11418364773,GRPJlsj,Z001,2525426493,,,,,E,GST9251928142,PAN31189481,X,,434-748-8888,+1-766-475-0949x,(251)365-8698,,,CvbBhx,,VAT24008967824,X,Port Jenniferfort,19700211,F,CR48173801,20250924,ISO1,New Andreaview,9512,,X,02,TX6523076296,,0002,ZONEwSCs,DG02,01,TAX69293081657,TAX68517598160,TAX4510837249943685127392063128,Manufacturer,EM122230,http://moore-harper.com/,20260212,130502,,1000,US,TX,3812676.53,INR
100,1000003007,GB,Warren-Nash,and Sons,,,Brandonport,bury,PO23201,82185,24224,MN,SORTnTmK,666 Mark Locks,9000003007,Morton-Turner,Sandramouth,Senegal,Mr.,Lake Denise,2023946,10730,0001,AUTO,6,DL3655257164,X,01,20231024,danieldavies,02249474738,GRPQVOM,Z001,2914210538,,,,,D,GST7511889087,PAN02305458,X,,001-799-877-1037,847-411-6852,322-500-9097x738,,,CYlIwE,,VAT52976339948,X,South Dean,19961029,F,CR54758576,20250918,ISO1,Nathanton,8040,X,X,02,TX7055469715,,0002,ZONEUeHW,DG01,01,TAX45788814402,TAX27261534692,TAX3198587569959556651278976650,Manufacturer,EM586524,https://walker-sellers.com/,20260212,130502,,2000,GB,MN,5931008.04,INR
100,1000003008,DE,Taylor-Holmes,Ltd,,,Christopherville,borough,PO09789,50265,96815,BY,SORTZJcV,838 Mark Way,9000003008,Simpson-Carter,Port Robertmouth,Botswana,Mr.,New Charlesberg,8688786,38180,0001,AUTO,6,DL5014391668,,01,20240329,osbornechris,81065542947,GRPsyVh,Z002,2615904489,,,,,E,GST7125018207,PAN30687479,X,,+1-748-408-3343x,758-876-4212x045,(266)354-1847x1506,,,CHGAbs,,VAT15634521353,X,Carlastad,19871026,F,CR85090371,20250608,ISO9,Hendersonview,6807,,,01,TX4659546018,,0001,ZONErszw,DG01,02,TAX94709196183,TAX41703703112,TAX9284212412947132624142691768,Supplier,EM868458,https://www.hernandez.com/,20260212,130502,,2000,DE,BY,3672674.61,INR
300,1000003009,DE,Decker PLC,and Sons,,,Singletonstad,town,PO83893,28390,68595,BY,SORTYRjl,84601 Santos Dam Suite 923,9000003009,"Gonzalez, Thomas and Wils",South Donaldview,Congo,Ms.,New Elizabeth,2431503,66999,0002,CONS,6,DL6780521357,X,01,20240528,hancockrebec,76436371147,GRPwUCz,Z002,2008565175,,,,,D,GST2330278428,PAN18067022,X,,980-951-1853x324,538-734-7760x479,(287)718-6730x804,,,CdnSnT,,VAT41707773023,X,Port Margaret,19820630,M,CR96197875,20251209,ISO1,West Melinda,9863,,X,02,TX9339714318,,0001,ZONEFqVo,DG02,01,TAX44053541288,TAX10099014244,TAX3820182257111985948902854689,Distributor,EM983427,https://www.williams.com/,20260212,130502,,3000,DE,BY,5324577.13,INR
200,1000003010,GB,Torres-Knight,and Sons,,,Luisview,mouth,PO01186,00623,46378,MN,SORTtIQn,26709 Medina Village Apt. 015,9000003010,Lamb-Reeves,East Meganberg,Uganda,Mr.,Port Allenmouth,2134141,60212,0001,AUTO,9,DL0756277243,,02,20241230,jamesday,49875030902,GRPpATJ,Z002,2207866301,,,,,E,GST3944014836,PAN46296781,X,,(814)516-7702x22,(955)489-2514,956.676.5550,,,CRmUQF,,VAT18096819131,X,Catherineville,19780929,M,CR05962462,20250917,ISO1,Thomaschester,2951,,X,01,TX3849702517,,0002,ZONEnSsh,DG02,01,TAX92979375768,TAX48775047589,TAX4195332045691691257634393166,Supplier,EM631860,https://www.wilson-green.com/,20260212,130502,,2000,GB,MN,2402893.62,INR
200,1000003011,GB,Brown-Steele,and Sons,,,Clarkville,shire,PO16235,91376,68477,BK,SORTZvEl,4251 Danielle Trail,9000003011,"Anderson, Day and Clark",New Christopherville,Saint Pierre and Miquelon,Mr.,Lake Nathanchester,5624846,93017,0001,PHAR,2,DL7751561832,X,01,20260102,jennifer58,83661840418,GRPLFUe,Z002,2294336201,,,,,E,GST3921341190,PAN52067481,X,X,001-251-912-3545,470.439.2098x868,215.766.2856x771,,,CozjIf,,VAT39397548180,X,East Katherineton,19780108,F,CR01145361,20250309,ISO9,East Amyshire,8969,X,,01,TX9184632756,,0002,ZONEPPAx,DG01,01,TAX00706668174,TAX42948518869,TAX6746341349792586668155935990,Supplier,EM364370,https://hart.org/,20260212,130502,,3000,GB,BK,9193042.54,INR
400,1000003012,DE,"Faulkner, Mcdonald and Cole",LLC,,,Nicholasshire,borough,PO32774,72539,36848,BY,SORTWopj,96238 Lawrence Grove,9000003012,Bell-Turner,Port Kimberly,Bahrain,Ms.,South Shane,3846635,40354,0002,CONS,2,DL1017445971,,02,20240222,jeffreywilli,08063423334,GRPeNRp,Z001,2737971871,,,,,D,GST6915006012,PAN42183303,X,X,396.261.8855x924,411.442.8467,921-291-7095,,,CjXyHD,,VAT31818480031,,New Cynthia,19780914,M,CR22739640,20250906,ISO9,West Rebeccaside,5763,,X,01,TX7906373387,,0001,ZONEcSJu,DG02,02,TAX63553285291,TAX22094805358,TAX7364855165788347880826767441,Supplier,EM960383,https://morris.com/,20260212,130502,,3000,DE,BY,4567679.39,INR
400,1000003013,US,Bradley-Johnson,LLC,,,North Erinville,town,PO52009,01561,45073,FL,SORTkHpr,5341 Newman Path,9000003013,Lewis Ltd,Anthonyfurt,Netherlands Antilles,Ms.,Paulborough,4838797,10678,0002,CONS,1,DL5841134988,X,02,20231003,cassie39,91537194128,GRPdyCO,Z001,2618455301,,,,,E,GST9780180163,PAN99311973,X,,262.650.1825,001-997-925-8490,001-787-429-5037x296,,,CGTKRe,,VAT25493879923,X,Port Christina,20000531,M,CR11434662,20250211,ISO1,Dannyville,3430,,X,01,TX7080927869,,0002,ZONExxIv,DG01,02,TAX72102152633,TAX67371970392,TAX5898661210833859682698001279,Supplier,EM726690,https://davidson-gaines.com/,20260212,130502,,2000,US,FL,6170982.32,INR
400,1000003014,GB,"Hendrix, Payne and Mosley",and Sons,,,New Sandra,burgh,PO32739,61391,37009,BK,SORTYDJL,60198 Carrie Fords,9000003014,"Mitchell, Lewis and Clark",West Tabitha,United Arab Emirates,M/s,Harrisontown,1377898,29299,0002,AUTO,3,DL3102056953,,02,20250903,sarahcrosby,85716667100,GRPBCMb,Z002,2684611876,,,,,E,GST7362658460,PAN92881394,X,X,366-898-4710x172,523.517.5884,+1-761-373-4648x203,,,CmJpoZ,,VAT59652921171,X,New Karaside,19840412,M,CR36493171,20251208,ISO1,New Amyport,9821,X,,02,TX9263055165,,0001,ZONEmSgJ,DG01,01,TAX64694284752,TAX06362243938,TAX0852269020624247930241501999,Distributor,EM122861,http://www.barry-sharp.com/,20260212,130502,,2000,GB,BK,5691496.19,INR
400,1000003015,IN,"Cameron, Meyer and Bowman",PLC,,,Noahtown,town,PO88909,90917,13581,KA,SORTyNFZ,0317 Owens Keys Suite 232,9000003015,Dixon-Lynn,Port Brenda,Nauru,Mr.,Laurentown,7107375,92728,0001,MANU,3,DL8700358332,X,02,20240429,isabel55,39097822539,GRPmcEB,Z003,2492722996,,,,,D,GST1204000673,PAN22188995,X,X,(933)716-6672x34,930-334-6300,840.502.7317x5978,,,CZkeAN,,VAT75282388962,,New Angelabury,19930514,F,CR33207675,20250907,ISO1,West Ashleyhaven,5196,X,X,01,TX4182762696,,0002,ZONEpHqT,DG01,02,TAX01741999314,TAX00272985511,TAX1637577949040423180995704853,Supplier,EM776999,https://adams.com/,20260212,130502,,2000,IN,KA,3724765.58,INR
400,1000003016,IN,Patel Ltd,PLC,,,South Dannyburgh,fort,PO46219,92174,02620,TN,SORTUzNe,75420 Roberta Park,9000003016,Thompson-Romero,Vanessabury,Monaco,M/s,East Charlesshire,1947733,35320,0002,AUTO,9,DL7580447960,,01,20250914,briannaromer,63364203854,GRPRGuA,Z001,2250730870,,,,,D,GST3614070215,PAN34071992,X,,(335)290-3089x01,+1-842-511-4389x,241.664.9091x33830,,,CzDdHR,,VAT05213055844,X,Mirandaton,19690804,F,CR68363196,20250821,ISO1,Wardfurt,3469,X,,01,TX3171088877,,0002,ZONEXlOR,DG01,01,TAX66279528943,TAX74839131423,TAX3804009462348526691696544664,Manufacturer,EM848338,http://www.brown.net/,20260212,130502,,2000,IN,TN,2300470.17,INR
400,1000003017,IN,Curtis-Jones,Group,,,Robertville,bury,PO39756,83214,45333,TN,SORTGIOf,03405 Clay Dam,9000003017,"Bryant, Robinson and Simm",Smithburgh,Pitcairn Islands,Ms.,Burnsbury,8676214,37832,0002,AUTO,4,DL6641842298,X,01,20230520,kylemurray,99836876757,GRPOWSs,Z002,2772036820,,,,,D,GST3551667709,PAN50041067,X,,(967)996-9795,001-880-851-1728,(771)294-1047,,,CjRVmr,,VAT09883918269,X,Johnberg,20001025,M,CR46462660,20250215,ISO9,Jessicashire,7829,X,,02,TX2604272579,,0001,ZONERgWW,DG01,01,TAX44849728573,TAX56332023881,TAX7580601361342001389228480513,Manufacturer,EM374601,http://martinez.com/,20260212,130502,,2000,IN,TN,3849045.78,INR
300,1000003018,DE,"Garcia, Silva and Ramirez",LLC,,,Tinaland,view,PO28162,21848,84795,BY,SORTUhAW,9556 Darryl Circle,9000003018,Phillips and Sons,Port Alexandriabury,Philippines,Mr.,Reyesbury,6128339,74936,0001,PHAR,2,DL0315072579,,01,20240526,pmendoza,49075374279,GRPcnyO,Z001,2385177721,,,,,E,GST1663930599,PAN05479498,,,3465860750,7648615233,+1-812-881-2322x8402,,,CweGZl,,VAT56470259083,,Rodriguezton,19761224,F,CR38873892,20250727,ISO1,Lisaport,1473,X,,01,TX5164146557,,0002,ZONEpAwB,DG01,01,TAX24784146550,TAX80539288202,TAX3206893119555652906620954449,Manufacturer,EM822899,https://cooper.com/,20260212,130502,,1000,DE,BY,9613467.07,INR
300,1000003019,DE,Beck Inc,Inc,,,Port Jasonburgh,town,PO66671,10593,37861,NW,SORTYJID,6400 Shields Mall Suite 154,9000003019,"Marks, Walsh and Poole",Kristyshire,Faroe Islands,M/s,Lunatown,4054527,60874,0001,CONS,8,DL9958173407,X,01,20231202,simmonsryan,07400542325,GRPfZgM,Z001,2949468287,,,,,D,GST7224702629,PAN83508867,X,X,6095847543,+1-685-788-4100x,3745236054,,,CvWXtD,,VAT67951661338,,Manuelburgh,19770129,F,CR19177377,20251210,ISO1,Burkeland,4345,X,,02,TX3055498442,,0001,ZONEkrfW,DG01,02,TAX61939604393,TAX17734677653,TAX1394561893184682071208240921,Distributor,EM163856,http://www.richards.com/,20260212,130502,,3000,DE,NW,2296382.08,INR
200,1000003020,US,Jones-Wiggins,Ltd,,,Michaelville,port,PO62869,21061,93117,NY,SORTQVTS,11562 Kennedy Dale Apt. 638,9000003020,Fleming-Garcia,Colleenfort,Tajikistan,M/s,New Katherine,7234417,88870,0002,AUTO,5,DL7603751433,,01,20250918,rodriguezjos,86808652795,GRPhnjM,Z002,2311301318,,,,,D,GST8248925643,PAN31690141,,,+1-306-942-5705x,001-591-431-6949,202.617.9196x488,,,CcZVse,,VAT45163131577,X,South Eric,19651018,F,CR07311136,20251126,ISO9,Warrenview,8815,,,01,TX4157353326,,0002,ZONEjERS,DG02,01,TAX12354480781,TAX20107858613,TAX6854032416536021001309394809,Distributor,EM777589,https://graham.com/,20260212,130502,,2000,US,NY,2809437.43,INR
